scenario_id,timestamp,zone,gas_level,temperature,pressure,ventilation,hot_work,maintenance,confined_space_entry,environmental_risk_score,incident_type,risk_score,confidence_score,time_to_escalation,risk_factors,recommended_actions
8949,2026-08-01 09:40:00,Zone A,66.9,64.2,77.32,19.47,0,0,1,72.24,Toxic Exposure,90.0,90,25 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
8950,2026-08-01 09:45:00,Zone C,4.24,29.1,36.96,89.41,1,0,0,20.22,Safe,25.22,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8951,2026-08-01 09:50:00,Zone A,2.14,58.82,36.03,86.99,0,0,0,27.5,Safe,27.5,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8952,2026-08-01 09:55:00,Zone C,5.58,30.1,57.36,70.36,0,0,0,30.67,Safe,30.67,50,20 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8953,2026-08-01 10:00:00,Zone C,13.92,42.34,54.78,85.8,0,0,0,31.31,Safe,31.31,50,3 Hours 49 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8954,2026-08-01 10:05:00,Zone A,13.63,37.6,38.14,68.5,0,0,1,30.22,Safe,35.22,50,2 Hours 59 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
8955,2026-08-01 10:10:00,Zone A,13.16,42.18,70.74,66.52,0,1,0,39.89,Safe,44.89,50,2 Hours 50 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
8956,2026-08-01 10:15:00,Zone A,5.57,56.82,51.04,98.23,0,0,0,28.8,Safe,28.8,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8957,2026-08-01 10:20:00,Zone C,1.54,82.35,72.31,68.96,0,1,0,46.81,Explosion,96.81,85,16 Minutes,"[""High Temperature"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
8958,2026-08-01 10:25:00,Zone B,13.24,63.58,33.33,58.88,0,0,0,37.82,Safe,37.82,50,2 Hours 43 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8959,2026-08-01 10:30:00,Zone B,5.77,50.74,72.1,94.97,0,0,0,33.41,Safe,33.41,50,2 Hours 37 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8960,2026-08-01 10:35:00,Zone B,12.79,14.04,73.56,79.75,0,0,0,30.16,Safe,30.16,50,28 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8961,2026-08-01 10:40:00,Zone B,1.9,48.81,45.42,60.87,0,0,0,33.82,Safe,33.82,50,3 Hours 35 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8962,2026-08-01 10:45:00,Zone C,73.07,56.59,74.86,63.2,1,0,0,60.33,Gas Ignition,95.0,85,13 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
8963,2026-08-01 10:50:00,Zone B,4.56,47.77,30.61,88.0,0,0,0,23.74,Safe,23.74,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8964,2026-08-01 10:55:00,Zone C,8.1,12.48,48.94,87.67,1,0,0,20.46,Safe,25.46,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8965,2026-08-01 11:00:00,Zone A,70.19,64.83,76.8,73.91,0,0,0,59.48,Gas Ignition,94.48,75,17 Minutes,"[""High Gas Levels""]","[""Evacuation of non-essential personnel from Zone""]"
8966,2026-08-01 11:05:00,Zone A,14.82,17.29,47.11,96.4,1,1,0,20.71,Safe,30.71,60,10 Minutes,"[""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Automated trip of active hot work power lines""]"
8967,2026-08-01 11:10:00,Zone A,6.06,30.68,33.44,89.08,0,0,0,20.28,Safe,20.28,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8968,2026-08-01 11:15:00,Zone A,6.82,30.71,52.07,75.64,0,0,0,28.49,Safe,28.49,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8969,2026-08-01 11:20:00,Zone C,12.95,53.49,42.67,71.81,1,1,0,34.32,Safe,44.32,60,2 Hours 10 Minutes,"[""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Automated trip of active hot work power lines""]"
8970,2026-08-01 11:25:00,Zone C,11.96,7.91,56.74,78.11,0,0,0,24.63,Safe,24.63,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8971,2026-08-01 11:30:00,Zone A,75.47,53.83,38.86,89.58,1,0,0,44.64,Gas Ignition,84.64,75,34 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
8972,2026-08-01 11:35:00,Zone B,6.43,35.82,57.31,96.45,0,0,0,25.78,Safe,25.78,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8973,2026-08-01 11:40:00,Zone C,15.06,75.04,81.04,86.46,0,1,0,46.17,Explosion,96.17,85,14 Minutes,"[""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone""]"
8974,2026-08-01 11:45:00,Zone A,5.18,44.43,37.26,86.92,0,0,0,24.99,Safe,24.99,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8975,2026-08-01 11:50:00,Zone A,62.39,57.34,80.97,66.13,1,0,0,58.64,Gas Ignition,95.0,85,17 Minutes,"[""High Pressure"", ""Active Hot Work Permit""]","[""Emergency relief valve activation"", ""Automated trip of active hot work power lines""]"
8976,2026-08-01 11:55:00,Zone A,70.23,46.44,53.19,22.65,0,0,1,61.8,Toxic Exposure,90.0,90,26 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
8977,2026-08-01 12:00:00,Zone A,87.17,19.92,63.67,82.46,1,0,1,47.07,Gas Ignition,92.07,90,10 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
8978,2026-08-01 12:05:00,Zone A,7.05,38.26,31.03,93.46,0,1,1,20.72,Safe,30.72,60,30 Minutes,"[""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Immediate suspension of active maintenance permits in Zone"", ""Trigger alarm lights outside confined space entryway""]"
8979,2026-08-01 12:10:00,Zone A,13.26,38.38,44.52,83.18,0,0,0,28.24,Safe,28.24,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8980,2026-08-01 12:15:00,Zone A,2.25,27.83,59.31,92.12,0,1,0,24.32,Safe,29.32,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
8981,2026-08-01 12:20:00,Zone C,4.39,83.56,80.88,98.52,0,1,0,42.58,Explosion,92.58,90,29 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
8982,2026-08-01 12:25:00,Zone B,22.69,53.78,71.62,62.29,1,0,0,46.45,Safe,51.45,50,1 Hour 20 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8983,2026-08-01 12:30:00,Zone C,1.88,65.65,52.22,81.38,0,0,0,34.59,Safe,34.59,50,3 Hours 54 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8984,2026-08-01 12:35:00,Zone B,17.13,56.01,21.08,86.92,0,0,0,26.82,Safe,26.82,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8985,2026-08-01 12:40:00,Zone A,79.72,35.4,85.38,97.77,1,0,0,50.68,Gas Ignition,90.68,90,30 Minutes,"[""High Gas Levels"", ""High Pressure"", ""Active Hot Work Permit""]","[""Emergency relief valve activation"", ""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
8986,2026-08-01 12:45:00,Zone B,21.25,68.5,59.89,93.67,1,0,0,38.99,Safe,43.99,50,2 Hours 29 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8987,2026-08-01 12:50:00,Zone B,1.91,64.2,51.24,71.71,0,0,0,36.41,Safe,36.41,50,3 Hours 20 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8988,2026-08-01 12:55:00,Zone B,5.1,44.53,24.18,78.42,0,0,0,23.85,Safe,23.85,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8989,2026-08-01 13:00:00,Zone A,18.14,63.47,59.04,80.65,0,0,1,40.0,Safe,45.0,50,2 Hours 52 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
8990,2026-08-01 13:05:00,Zone A,19.14,37.19,57.2,77.22,1,0,0,34.08,Safe,39.08,50,3 Hours 54 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8991,2026-08-01 13:10:00,Zone B,4.07,45.02,38.8,49.11,0,0,0,34.69,Safe,34.69,50,2 Hours 8 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8992,2026-08-01 13:15:00,Zone A,10.06,44.53,57.44,41.27,1,0,0,42.69,Safe,47.69,50,2 Hours 42 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8993,2026-08-01 13:20:00,Zone A,68.21,28.97,80.94,20.59,0,0,1,64.38,Toxic Exposure,90.0,90,28 Minutes,"[""High Gas Levels"", ""High Pressure"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Emergency relief valve activation"", ""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
8994,2026-08-01 13:25:00,Zone A,21.0,22.35,63.45,39.15,0,0,0,41.91,Safe,41.91,50,3 Hours 36 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
8995,2026-08-01 13:30:00,Zone A,10.12,27.35,45.35,81.02,1,0,0,25.45,Safe,30.45,50,12 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
8996,2026-08-01 13:35:00,Zone B,85.78,43.06,61.52,91.63,0,0,0,49.68,Gas Ignition,84.68,65,34 Minutes,"[""High Gas Levels""]","[""Evacuation of non-essential personnel from Zone""]"
8997,2026-08-01 13:40:00,Zone A,76.26,49.37,66.56,28.35,0,0,1,65.96,Toxic Exposure,90.0,90,26 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
8998,2026-08-01 13:45:00,Zone C,3.85,16.1,30.42,81.03,0,0,1,17.33,Safe,22.33,50,4+ Hours,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
8999,2026-08-01 13:50:00,Zone A,29.43,63.79,57.6,72.32,0,0,0,44.63,Safe,44.63,50,3 Hours 28 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9000,2026-08-01 13:55:00,Zone C,26.9,57.78,63.81,97.21,1,0,0,37.82,Safe,42.82,50,2 Hours 46 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9001,2026-08-01 14:00:00,Zone C,26.68,85.16,87.13,66.02,0,1,0,58.24,Explosion,100.0,90,23 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9002,2026-08-01 14:05:00,Zone C,11.43,46.3,38.47,80.01,0,0,0,29.05,Safe,29.05,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9003,2026-08-01 14:10:00,Zone A,99.84,49.41,22.06,81.43,1,0,0,47.47,Gas Ignition,87.47,85,11 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9004,2026-08-01 14:15:00,Zone B,17.75,41.21,78.78,72.68,0,0,0,41.27,Safe,41.27,50,2 Hours 19 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9005,2026-08-01 14:20:00,Zone B,33.23,43.98,54.03,32.51,0,0,1,49.68,Safe,54.68,50,1 Hour 41 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9006,2026-08-01 14:25:00,Zone B,71.67,44.02,50.29,88.7,1,0,0,44.32,Gas Ignition,84.32,75,60 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9007,2026-08-01 14:30:00,Zone A,82.63,89.8,34.33,12.21,0,0,1,73.64,Toxic Exposure,90.0,90,16 Minutes,"[""High Gas Levels"", ""High Temperature"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Emergency cooling line engagement"", ""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9008,2026-08-01 14:35:00,Zone A,22.46,28.78,59.7,67.58,0,0,0,35.84,Safe,35.84,50,2 Hours 49 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9009,2026-08-01 14:40:00,Zone C,75.4,64.3,35.5,23.17,0,0,1,63.01,Toxic Exposure,90.0,90,29 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9010,2026-08-01 14:45:00,Zone C,73.23,82.7,38.26,70.33,1,0,0,55.96,Gas Ignition,95.0,90,19 Minutes,"[""High Gas Levels"", ""High Temperature"", ""Active Hot Work Permit""]","[""Emergency cooling line engagement"", ""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9011,2026-08-01 14:50:00,Zone A,5.7,42.08,44.32,61.54,0,0,0,32.64,Safe,32.64,50,3 Hours 58 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9012,2026-08-01 14:55:00,Zone B,6.78,52.28,39.01,53.28,0,0,0,36.2,Safe,36.2,50,3 Hours 44 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9013,2026-08-01 15:00:00,Zone A,8.91,69.58,60.06,93.22,1,0,0,36.33,Safe,41.33,50,3 Hours 21 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9014,2026-08-01 15:05:00,Zone A,10.51,53.57,92.28,70.95,0,0,0,46.35,Safe,46.35,50,2 Hours 53 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
9015,2026-08-01 15:10:00,Zone B,15.63,66.18,73.69,96.12,0,0,0,39.85,Safe,39.85,50,2 Hours 45 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9016,2026-08-01 15:15:00,Zone C,8.3,47.45,50.31,65.95,1,1,0,35.03,Safe,45.03,60,3 Hours 23 Minutes,"[""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Automated trip of active hot work power lines""]"
9017,2026-08-01 15:20:00,Zone A,3.77,18.63,81.43,82.49,0,0,1,30.33,Safe,35.33,60,2 Hours,"[""High Pressure"", ""Confined Space Entry Active""]","[""Emergency relief valve activation"", ""Trigger alarm lights outside confined space entryway""]"
9018,2026-08-01 15:25:00,Zone A,2.57,32.39,31.66,67.02,1,0,1,24.9,Safe,34.9,60,2 Hours 47 Minutes,"[""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Trigger alarm lights outside confined space entryway""]"
9019,2026-08-01 15:30:00,Zone A,0.89,45.35,35.98,54.41,0,0,0,31.95,Safe,31.95,50,2 Hours 51 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9020,2026-08-01 15:35:00,Zone C,10.87,23.35,61.67,92.57,0,0,0,25.83,Safe,25.83,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9021,2026-08-01 15:40:00,Zone B,13.27,39.01,19.6,53.48,1,0,1,29.6,Safe,39.6,60,2 Hours 5 Minutes,"[""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Trigger alarm lights outside confined space entryway""]"
9022,2026-08-01 15:45:00,Zone B,6.39,44.34,31.98,86.11,0,0,0,24.15,Safe,24.15,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9023,2026-08-01 15:50:00,Zone B,9.3,37.14,55.36,71.12,0,0,0,32.67,Safe,32.67,50,2 Hours 49 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9024,2026-08-01 15:55:00,Zone A,91.36,34.27,39.88,80.81,1,0,0,46.18,Gas Ignition,86.18,85,26 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9025,2026-08-01 16:00:00,Zone B,9.89,45.86,62.17,79.75,0,0,1,34.54,Safe,39.54,50,2 Hours 58 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9026,2026-08-01 16:05:00,Zone A,15.56,50.67,28.7,95.08,1,0,0,24.96,Safe,29.96,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9027,2026-08-01 16:10:00,Zone B,6.98,61.71,59.8,81.9,0,0,0,36.65,Safe,36.65,50,3 Hours 31 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9028,2026-08-01 16:15:00,Zone A,77.88,43.09,59.49,64.2,1,0,0,54.06,Gas Ignition,94.06,85,14 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9029,2026-08-01 16:20:00,Zone A,4.98,45.8,52.17,73.63,0,0,0,32.33,Safe,32.33,50,2 Hours 26 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9030,2026-08-01 16:25:00,Zone C,12.7,52.15,53.91,69.42,0,0,0,37.34,Safe,37.34,50,2 Hours 19 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9031,2026-08-01 16:30:00,Zone B,3.63,84.44,84.74,95.57,1,1,0,44.31,Explosion,99.31,90,11 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Automated trip of active hot work power lines""]"
9032,2026-08-01 16:35:00,Zone C,3.45,56.94,48.66,51.92,0,0,0,39.28,Safe,39.28,50,2 Hours 31 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9033,2026-08-01 16:40:00,Zone C,75.0,52.74,54.38,29.86,1,0,1,63.06,Gas Ignition,95.0,90,15 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9034,2026-08-01 16:45:00,Zone C,3.14,65.37,62.41,89.52,0,0,0,35.35,Safe,35.35,50,2 Hours 29 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9035,2026-08-01 16:50:00,Zone C,15.9,50.92,52.57,73.55,0,0,1,36.46,Safe,41.46,50,2 Hours 11 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9036,2026-08-01 16:55:00,Zone A,77.24,50.55,67.27,89.65,1,0,0,51.35,Gas Ignition,91.35,85,11 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9037,2026-08-01 17:00:00,Zone A,75.8,40.1,89.89,66.12,1,0,0,59.92,Gas Ignition,95.0,90,21 Minutes,"[""High Gas Levels"", ""High Pressure"", ""Active Hot Work Permit""]","[""Emergency relief valve activation"", ""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9038,2026-08-01 17:05:00,Zone B,15.06,59.5,52.44,50.99,0,0,0,44.0,Safe,44.0,50,3 Hours 50 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9039,2026-08-01 17:10:00,Zone A,3.04,88.67,81.8,95.25,0,1,0,44.56,Explosion,94.56,90,27 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9040,2026-08-01 17:15:00,Zone C,6.99,78.09,64.1,68.11,1,0,1,45.27,Safe,55.27,60,1 Hour 16 Minutes,"[""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Trigger alarm lights outside confined space entryway""]"
9041,2026-08-01 17:20:00,Zone C,87.48,78.61,96.83,28.35,0,0,1,83.64,Toxic Exposure,90.0,90,19 Minutes,"[""High Gas Levels"", ""High Pressure"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Emergency relief valve activation"", ""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9042,2026-08-01 17:25:00,Zone B,65.56,61.57,37.41,29.37,0,0,1,58.8,Toxic Exposure,90.0,90,20 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9043,2026-08-01 17:30:00,Zone A,93.11,31.53,38.86,72.38,1,0,0,47.78,Gas Ignition,87.78,85,24 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9044,2026-08-01 17:35:00,Zone B,4.56,56.86,58.41,56.58,0,0,0,40.81,Safe,40.81,50,2 Hours 3 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9045,2026-08-01 17:40:00,Zone B,3.96,50.9,36.03,80.98,0,0,0,27.47,Safe,27.47,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9046,2026-08-01 17:45:00,Zone B,11.73,46.91,49.98,70.1,0,0,0,34.63,Safe,34.63,50,3 Hours 42 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9047,2026-08-01 17:50:00,Zone A,2.07,48.46,46.76,91.64,0,0,0,26.41,Safe,26.41,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9048,2026-08-01 17:55:00,Zone C,18.07,86.3,91.0,96.97,1,1,0,49.6,Explosion,100.0,90,18 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Automated trip of active hot work power lines""]"
9049,2026-08-01 18:00:00,Zone A,30.25,77.8,39.29,77.39,0,0,0,42.49,Safe,42.49,50,2 Hours 27 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9050,2026-08-01 18:05:00,Zone C,22.01,33.18,35.24,90.8,0,0,0,24.91,Safe,24.91,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9051,2026-08-01 18:10:00,Zone B,6.52,67.87,75.39,55.28,0,0,0,48.63,Safe,48.63,50,3 Hours 1 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9052,2026-08-01 18:15:00,Zone C,14.8,48.06,33.34,73.14,0,0,0,30.76,Safe,30.76,50,14 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9053,2026-08-01 18:20:00,Zone B,80.94,31.5,43.49,24.35,0,0,1,57.89,Toxic Exposure,90.0,90,12 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9054,2026-08-01 18:25:00,Zone B,19.71,52.77,43.84,98.29,0,0,0,29.51,Safe,29.51,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9055,2026-08-01 18:30:00,Zone C,17.56,80.18,72.26,59.24,0,1,0,52.69,Explosion,100.0,85,26 Minutes,"[""High Temperature"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9056,2026-08-01 18:35:00,Zone A,16.15,59.22,33.74,92.07,1,0,0,29.26,Safe,34.26,50,2 Hours 11 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9057,2026-08-01 18:40:00,Zone B,17.64,33.31,28.8,70.13,0,0,0,27.4,Safe,27.4,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9058,2026-08-01 18:45:00,Zone C,19.43,39.5,59.19,53.88,0,0,0,41.06,Safe,41.06,50,2 Hours 19 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9059,2026-08-01 18:50:00,Zone B,2.85,66.68,79.31,71.66,1,0,0,44.3,Safe,49.3,50,3 Hours 53 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9060,2026-08-01 18:55:00,Zone A,5.35,39.81,69.09,56.87,1,0,0,39.34,Safe,44.34,50,2 Hours 2 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9061,2026-08-01 19:00:00,Zone B,1.67,43.9,55.55,48.49,0,0,0,38.16,Safe,38.16,50,2 Hours 18 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9062,2026-08-01 19:05:00,Zone C,29.95,57.26,59.02,61.94,0,0,0,46.07,Safe,46.07,50,2 Hours 55 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
